,type,sport,urlname,url
313,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/clare-wheeler_1941466
314,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/lynn-williams_1943596
315,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/liana-salazar_1918142
316,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/adrien-truffert_1900718
317,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/victoria-esson_1944907
318,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-mostafa-saad_1958053
319,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-ludmila_1967612
320,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/claudio-echeverri_1930375
321,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/zafarmurod-abdirakhmatov_1896691
322,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/mary-fowler_1941489
323,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/oihane-hernandez_1960008
324,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-ali-jasim_1535927
325,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/osher-davida_1962216
326,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/diego-gomez_1938422
327,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/patri-guijarro_1960005
328,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/ngambo-musole_1926050
329,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/roy-revivo_1956098
330,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/katie-bowen_1944944
331,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/chika-hirao_1888184
332,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/tanner-tessmann_1943922
333,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/vivien-endemann_1880610
334,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/marcelo-fernandez_1934027
335,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/sergio-gomez_1942089
336,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/marcos-gomez_1948015
337,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/angel-montes-de-oca_1949811
338,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/noam-ben-harosh_1956045
339,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/issiaga-camara_1975455
340,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/enzo-millot_1900694
341,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-thais_1967628
342,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/ethane-azoulay_1956075
343,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/andy-diouf_1900651
344,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/diana-banda_1973934
345,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/alejandro-iturbe_1942104
346,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/mory-keita_1961525
347,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/laura-freigang_1880573
348,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/ryotaro-araki_1953246
349,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/arnau-tenas_1942296
350,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/amadou-diawara_1975465
351,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/gilberto-flores_1933244
352,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/omar-de-la-cruz_1950058
353,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/alba-redondo_1960064
354,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-gabi-portilho_1967593
355,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/marina-hegering_1880595
356,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/eve-perisset_1930129
357,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/simi-awujo_1967180
358,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/christy-ucheibe_1977963
359,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/abde-ezzalzouli_1966639
360,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/cloe-lacasse_1967203
361,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/ibrokhimkhalil-yuldoshev_1896816
362,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/gonzalo-lujan_1930417
363,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/klara-buehl_1880583
364,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-duda-sampaio_1967616
365,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/abduvohid-nematov_1896801
366,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/luiyi-de-lucas_1982106
367,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/saidazamat-mirsaidov_1896796
368,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/nichelle-prince_1967216
369,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-luciana_1967607
370,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/giulia-gwinn_1880575
371,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/momoko-tanikawa_1888159
372,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/alex-baena_1942033
373,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/loic-bade_4669223
374,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/fuka-nagano_1888182
375,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/sandy-baltimore_1930151
376,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/eliesse-ben-seghir_1967241
377,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/ahmed-diomande_1567073
378,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/rihito-yamamoto_1953268
379,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/toko-koga_1888158
380,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/thiemoko-diarra_1890567
381,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/cata-coll_1959976
382,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/oumar-coulibaly_1889613
383,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/luciano-gondou_1930400
384,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/macey-fraser_1944932
385,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-tarciane_1967629
386,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/janine-beckie_1967181
387,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/uchenna-kanu_1974825
388,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-karrar-mohammed_1535929
389,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/soumaila-sylla_4968898
390,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/angel-rodrigo-cardozo-lucena_1933793
391,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/sakina-karchaoui_1930123
392,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/tameka-yallop_1941498
393,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/manuela-pavi_1917571
394,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/haytam-manaout_1967053
395,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/bibiane-schulze-solano_1880606
396,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/lukas-kelly-heald_1944886
397,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/matthew-sheridan_1944889
398,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/abdukodir-khusanov_1896792
399,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/abdoulaye-toure_1961556
400,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/jennifer-hermoso_1960006
401,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/leicy-santos_1918181
402,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-aymen-hussein_1564284
403,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/maelle-lakrar_1930124
404,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-hussein-hasan_1560376
405,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/carolina-arias_1912502
406,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/sjoeke-nuesken_1880584
407,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/fuki-yamada_1953231
408,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/mackenzie-barry_1944894
409,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/indiah-paige-riley_1944936
410,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/annalie-longo_1944895
411,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/crystal-dunn_1943588
412,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/alexandra-popp_1880564
413,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/ben-waine_1944862
414,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/sota-kawasaki_1953248
415,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/mao-hosoya_1953244
416,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/selma-bacha_1930133
417,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/ryuya-nishio_1953275
418,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/benjamin-cremaschi_1943870
419,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/alanna-kennedy_1941452
420,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/maximilian-dietz_1943875
421,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-lauren_1967606
422,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/hana-takahashi_1888188
423,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/adil-tahif_1974721
424,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/jean-philippe-mateta_3549727
425,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/rion-ishikawa_1888160
426,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/amir-richardson_1966624
427,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/michaela-foster_1944918
428,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/walker-zimmerman_1943939
429,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/madiou-keita_1961530
430,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/shota-fujio_1953265
431,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/michael-olise_1900699
432,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-tamires_1967626
433,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/nicole-anyomi_1880578
434,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/eugenie-le-sommer_1930161
435,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/yui-hasegawa_1888203
436,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/caitlin-foord_1941458
437,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/pauline-zulu_1926052
438,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/deborah-abiodun_1971188
439,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/milly-clegg_1944855
440,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/fernando-roman_1933133
441,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/niv-eliasi_1950869
442,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/grace-jale_1944899
443,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/-zizo_1953552
444,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/liel-abada_1956102
445,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/mehdi-boukamir_1965671
446,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/manuela-vanegas_1918306
447,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/leobrian-kokubo_1953233
448,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/jenna-nighswonger_1943576
449,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/catalina-perez_1917583
450,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/kevin-zenon_1930532
451,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/aliou-balde_4968911
452,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/estelle-cascarino_1930121
453,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/geronimo-rulli_1930451
454,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/miles-robinson_1943915
455,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/kein-sato_1953261
456,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/grace-chanda_1926015
457,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/josue-baez_1950071
458,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/heinz-morschel_1981864
459,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/juanlu-sanchez_1942289
460,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/lea-schueller_1880572
461,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/casey-murphy_1943574
462,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/riko-ueki_1888175
463,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/johann-lepenant_1900680
464,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/kiliann-sildillia_1900709
465,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/laia-aleixandri_1959949
466,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/oscar-urena_1972425
467,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/abdurauf-buriev_1896703
468,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/paxten-aaronson_1943846
469,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/achraf-hakimi_1970338
470,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/illia-krupskyi_4658111
471,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/umarali-rakhmonaliev_1896807
472,type-team,soccer,football,https://olympics.com/en/paris-2024/athlete/daniela-caracas_1913009
